num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,64,25,7,5,AKLKUL,Malaysia,1,0,0,8.83,0
6,Internet,RoundTrip,30,5,11,6,PENPER,Malaysia,1,0,0,5.62,0
1,Internet,RoundTrip,66,5,11,1,DPSKIX,Japan,0,0,0,7.0,0
1,Mobile,RoundTrip,17,28,7,6,ICNSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,136,24,8,2,COKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,88,62,5,4,CGKTPE,Taiwan,0,0,0,4.67,0
2,Mobile,RoundTrip,330,20,22,2,AKLKUL,New Zealand,0,0,0,8.83,0
2,Mobile,RoundTrip,119,5,12,7,DPSKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,147,35,5,6,MELSGN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,20,27,6,6,PENPVG,China,1,0,1,5.33,0
2,Internet,OneWay,184,6,7,6,MELPUS,South Korea,0,0,0,8.83,0
1,Internet,RoundTrip,8,4,4,4,MELSGN,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,33,28,4,7,COKSYD,Australia,1,0,1,8.58,0
3,Internet,RoundTrip,130,5,15,4,MLETPE,Taiwan,0,0,0,4.67,0
2,Mobile,RoundTrip,308,3,3,3,DMKKIX,Thailand,0,0,1,7.0,0
1,Internet,RoundTrip,90,3,0,6,BDOSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,4,4,4,3,PERSUB,Australia,1,1,0,5.62,0
2,Internet,RoundTrip,177,23,10,5,CMBMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,167,45,1,5,HYDMEL,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,49,6,4,6,BKIPVG,China,1,0,0,5.33,1
1,Internet,RoundTrip,189,6,7,4,HKTPER,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,12,44,1,1,PERTPE,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,37,37,9,4,PNHSYD,Australia,1,0,1,8.58,0
6,Internet,RoundTrip,65,66,12,1,SYDTRZ,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,147,17,7,4,IKASYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,39,5,6,3,KIXPNH,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,100,33,5,4,KCHMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,15,6,16,1,HKGSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,57,34,10,5,CMBMRU,Sri Lanka,1,0,0,7.42,0
2,Internet,RoundTrip,70,5,3,6,BKIICN,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,7,4,5,5,CGKHND,Japan,1,1,1,7.57,1
1,Internet,RoundTrip,26,4,15,6,HNDSIN,Singapore,0,0,0,7.57,0
1,Mobile,RoundTrip,236,31,10,7,MELSGN,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,41,5,16,6,HKTICN,United States,1,1,1,6.62,0
1,Internet,RoundTrip,78,6,14,2,DPSHND,Japan,0,0,0,7.57,1
1,Internet,RoundTrip,118,3,1,5,KIXSGN,Vietnam,1,0,0,7.0,0
1,Internet,RoundTrip,21,4,11,4,ICNSIN,Singapore,0,0,0,6.62,0
2,Mobile,RoundTrip,3,4,2,3,CTUDPS,China,1,0,1,4.72,1
1,Internet,RoundTrip,135,22,13,3,MNLPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,147,4,17,4,ICNSIN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,119,5,12,3,DACSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,243,20,12,7,HNDPER,Australia,1,0,1,7.57,0
3,Internet,RoundTrip,119,32,9,3,RGNSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,371,4,5,4,CMBHND,Japan,0,0,1,7.57,0
1,Internet,RoundTrip,14,87,10,4,COKSYD,Australia,1,0,1,8.58,1
4,Internet,RoundTrip,198,20,13,4,CMBPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,1,20,15,3,DMKICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,55,37,22,4,HKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,122,20,10,6,PENPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,19,5,10,1,BTUPER,Australia,0,1,1,5.62,0
1,Internet,RoundTrip,5,19,7,2,PEKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,154,49,10,3,PNHSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,338,5,13,7,DPSTPE,Taiwan,0,0,1,4.67,0
2,Internet,RoundTrip,13,26,4,3,HKTICN,Thailand,1,0,0,6.62,0
1,Internet,RoundTrip,13,23,6,6,COKMEL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,69,28,5,7,HKTOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,383,5,9,4,CGKICN,Indonesia,0,0,0,6.62,0
1,Internet,RoundTrip,39,44,22,4,TRZXIY,China,1,0,1,5.0,0
1,Internet,RoundTrip,7,19,10,4,OOLPNH,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,8,6,6,7,DMKOOL,Thailand,0,0,0,8.83,0
1,Internet,RoundTrip,49,4,7,1,HKTKIX,Japan,0,0,1,7.0,0
1,Internet,RoundTrip,8,282,7,6,SYDTPE,Taiwan,1,1,1,8.58,0
1,Internet,RoundTrip,287,70,15,1,ICNPEN,South Korea,1,1,1,6.62,0
3,Internet,RoundTrip,15,4,8,3,DPSHND,Japan,0,0,0,7.57,0
2,Internet,RoundTrip,106,63,10,5,KNOSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,4,3,6,3,PENTPE,Malaysia,1,0,0,4.67,1
1,Internet,RoundTrip,93,25,11,3,SGNSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,98,6,8,5,CGKTPE,Indonesia,1,1,1,4.67,0
2,Internet,RoundTrip,12,4,2,4,BKIICN,South Korea,1,0,0,6.62,1
1,Internet,RoundTrip,107,18,0,1,COKMEL,Australia,1,0,0,8.83,0
1,Internet,CircleTrip,24,113,6,2,MELTPE,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,109,21,17,7,AKLKUL,Malaysia,1,1,1,8.83,1
2,Internet,RoundTrip,78,18,13,3,SGNSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,49,359,7,3,ICNOOL,South Korea,1,1,1,8.83,0
8,Internet,RoundTrip,129,5,2,2,BKIPEK,China,1,0,0,6.42,0
2,Internet,RoundTrip,4,4,12,3,AKLKUL,New Zealand,0,0,0,8.83,0
5,Internet,RoundTrip,392,18,5,3,KNOTPE,Indonesia,1,0,0,4.67,0
1,Internet,RoundTrip,133,47,13,7,DELSYD,India,1,0,0,8.58,0
1,Mobile,RoundTrip,96,19,12,4,MELMNL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,20,5,15,6,KBRPEK,China,0,0,0,6.42,0
4,Internet,RoundTrip,39,5,9,3,KIXPEN,Malaysia,1,0,1,7.0,1
2,Internet,RoundTrip,212,5,14,1,DMKKIX,Thailand,1,1,1,7.0,1
1,Internet,RoundTrip,79,3,7,4,BKIICN,South Korea,0,0,1,6.62,0
1,Mobile,RoundTrip,28,40,8,5,SGNSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,31,20,16,6,CANPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,51,5,3,1,LGKPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,22,60,16,4,PEKPEN,China,1,0,0,6.42,0
1,Internet,RoundTrip,3,2,13,2,KNOSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,18,31,12,2,COKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,8,17,2,3,ICNVTZ,South Korea,1,0,0,6.62,0
4,Internet,RoundTrip,68,19,0,4,COKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,114,49,6,2,JOGTPE,Taiwan,1,0,1,4.67,0
1,Internet,RoundTrip,36,20,22,2,MYYPER,Malaysia,1,1,0,5.62,0
1,Internet,RoundTrip,31,23,0,2,BBISYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,144,31,13,4,MELPEK,China,1,0,0,8.83,0
1,Internet,RoundTrip,43,28,5,6,DPSSYD,Australia,1,0,0,8.58,0
3,Internet,RoundTrip,84,4,12,3,DMKPER,Thailand,1,1,1,5.62,1
6,Internet,RoundTrip,21,29,7,1,DMKOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,75,4,10,7,BKIHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,4,5,3,7,ICNPEN,South Korea,1,0,0,6.62,1
1,Internet,RoundTrip,19,23,16,7,COKPER,India,1,0,0,5.62,1
1,Internet,RoundTrip,22,5,6,3,HKTPUS,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,0,22,3,1,JHBTPE,Singapore,1,0,0,4.67,0
3,Internet,RoundTrip,23,4,0,3,HKTICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,53,27,10,6,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,2,1,10,4,DMKICN,Thailand,1,0,0,6.62,0
1,Internet,RoundTrip,86,81,6,1,PENTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,8,41,2,4,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,320,5,11,7,DPSSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,215,24,13,7,AKLKUL,Kazakhstan,1,1,1,8.83,0
1,Internet,RoundTrip,219,22,10,7,DADMEL,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,401,5,1,1,ICNJHB,Malaysia,1,0,1,6.62,0
2,Mobile,RoundTrip,22,6,9,7,DPSICN,South Korea,1,1,1,6.62,0
3,Internet,RoundTrip,100,5,8,5,CGKDEL,Indonesia,1,0,1,5.52,0
1,Internet,RoundTrip,30,29,2,6,KTMMFM,Macau,1,0,0,4.75,0
1,Mobile,RoundTrip,20,61,6,5,SGNSYD,Vietnam,1,0,1,8.58,0
3,Internet,RoundTrip,66,30,8,1,CKGSUB,Indonesia,1,0,0,4.83,0
1,Internet,RoundTrip,59,19,2,1,MELSGN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,23,4,4,3,HNDPNH,Cambodia,1,0,1,7.57,1
2,Internet,RoundTrip,178,27,6,2,COKMEL,Australia,0,1,1,8.83,0
3,Internet,RoundTrip,204,42,2,5,COKPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,60,2,15,7,CGKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,1,87,9,3,MYYPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,55,4,16,1,PENTPE,Malaysia,1,0,0,4.67,1
1,Mobile,RoundTrip,27,4,15,1,DADSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,142,6,4,4,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,183,6,3,1,DPSICN,South Korea,0,1,1,6.62,0
1,Mobile,RoundTrip,23,5,14,7,CNXKIX,Thailand,1,0,1,7.0,0
1,Internet,RoundTrip,141,21,3,6,PERPUS,Australia,1,0,0,6.33,0
2,Internet,RoundTrip,24,5,13,2,LGKPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,113,41,2,3,COKMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,19,30,21,4,CGKSYD,Australia,0,0,1,8.58,0
3,Internet,RoundTrip,53,5,8,6,HNDLGK,Japan,1,1,1,7.57,0
5,Internet,RoundTrip,179,36,11,5,ICNSYD,Australia,1,0,1,8.58,0
1,Mobile,RoundTrip,19,4,20,6,KIXSIN,Japan,1,1,1,7.0,0
4,Internet,RoundTrip,310,17,21,7,DADMEL,Australia,0,0,0,8.83,0
4,Internet,RoundTrip,167,5,4,3,JHBPVG,Malaysia,1,0,0,5.33,1
2,Internet,RoundTrip,55,5,0,1,HKTICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,24,28,9,3,PNHSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,245,17,6,6,KBVMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,26,4,11,6,HNDMEL,Australia,1,0,0,8.83,1
1,Internet,RoundTrip,44,32,12,1,DACPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,287,3,2,4,PENPER,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,17,6,15,7,MELTPE,Taiwan,1,1,1,8.83,0
1,Internet,RoundTrip,9,46,19,5,MELTPE,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,112,4,6,2,OOLSIN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,9,63,10,5,DELMNL,Philippines,1,0,0,5.52,0
1,Internet,RoundTrip,27,5,9,2,PENPER,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,74,4,14,3,DPSPUS,South Korea,0,0,0,6.33,0
1,Mobile,RoundTrip,37,4,0,2,MELMNL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,62,5,16,2,KIXSIN,Singapore,1,0,0,7.0,0
1,Internet,RoundTrip,168,29,7,6,KOSSYD,Kazakhstan,1,0,0,8.58,1
1,Internet,RoundTrip,27,3,6,6,CGKKIX,Indonesia,1,0,0,7.0,1
1,Internet,RoundTrip,23,6,15,1,BKIHND,Japan,0,0,0,7.57,0
2,Mobile,RoundTrip,82,6,0,1,JHBSYD,Singapore,1,1,0,8.58,1
2,Internet,RoundTrip,77,6,5,4,ICNSYD,South Korea,0,0,0,8.58,0
3,Internet,RoundTrip,54,5,13,7,PUSSIN,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,13,24,15,2,PERSGN,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,22,21,12,1,DPSPEK,Switzerland,1,0,0,6.42,0
1,Internet,RoundTrip,32,17,9,3,MELSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,23,5,8,5,DPSHND,Indonesia,1,1,1,7.57,0
1,Internet,RoundTrip,144,4,22,1,DMKSYD,Thailand,1,1,1,8.58,1
2,Internet,RoundTrip,342,6,14,2,PENTPE,Malaysia,1,0,0,4.67,1
1,Internet,RoundTrip,50,6,1,2,ICNSYD,South Korea,1,0,0,8.58,0
2,Internet,RoundTrip,23,6,4,2,BKIPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,79,3,9,2,HNDPEN,Malaysia,0,0,0,7.57,0
1,Internet,RoundTrip,27,1,7,3,DMKMEL,Thailand,0,0,0,8.83,0
1,Internet,RoundTrip,10,77,12,3,MELMYY,Malaysia,0,0,0,8.83,1
2,Internet,RoundTrip,32,4,14,7,KIXSGN,Japan,0,0,0,7.0,0
1,Mobile,RoundTrip,140,26,10,4,ICNPER,Australia,0,1,0,6.62,0
1,Internet,RoundTrip,187,20,13,1,MELSBW,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,133,6,11,6,COKTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,3,19,19,6,CTSSIN,Singapore,0,0,0,8.67,1
3,Internet,RoundTrip,51,5,6,7,CGKKIX,Indonesia,1,0,0,7.0,0
4,Mobile,RoundTrip,79,6,11,5,MELPEN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,5,6,12,3,COKPER,Australia,1,0,1,5.62,0
1,Mobile,RoundTrip,16,22,10,7,MELSGN,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,32,91,15,5,CGKKTM,United States,1,0,0,4.75,0
1,Internet,RoundTrip,15,6,23,1,HNDSIN,Singapore,0,0,0,7.57,0
1,Internet,RoundTrip,30,17,1,7,PENSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,49,49,21,3,DELSYD,France,1,1,1,8.58,0
1,Internet,RoundTrip,7,3,15,4,PENTPE,United Kingdom,1,1,1,4.67,0
1,Internet,RoundTrip,15,4,1,4,HKGPER,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,25,4,10,6,KTMSIN,Nepal,1,0,0,4.75,0
1,Internet,RoundTrip,21,6,16,3,DMKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,67,30,4,2,DPSICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,35,17,15,6,MNLSYD,Qatar,1,0,1,8.58,0
1,Mobile,RoundTrip,1,5,4,3,HKGPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,18,5,1,6,BKIICN,Malaysia,1,1,0,6.62,0
3,Internet,RoundTrip,253,21,7,3,COKOOL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,58,5,14,7,KIXOOL,Japan,0,0,0,8.83,0
1,Internet,RoundTrip,72,6,4,5,CTSDPS,Japan,0,1,1,8.67,0
1,Internet,RoundTrip,235,5,14,3,DELDPS,India,0,0,1,5.52,0
1,Mobile,RoundTrip,35,5,17,2,PENTPE,Malaysia,1,1,1,4.67,0
1,Mobile,RoundTrip,58,5,5,4,ICNSUB,Indonesia,1,0,0,6.62,0
1,Internet,RoundTrip,9,3,2,2,PERTWU,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,193,17,5,5,COKMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,84,26,3,4,MNLSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,81,41,11,7,COKPER,Australia,1,1,0,5.62,0
2,Mobile,RoundTrip,48,5,4,1,HKTPVG,China,0,0,1,5.33,0
1,Internet,RoundTrip,115,45,13,5,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,212,6,6,4,MELSBW,Singapore,1,1,0,8.83,0
1,Internet,RoundTrip,26,4,11,1,DPSKIX,Japan,1,0,0,7.0,0
5,Internet,RoundTrip,373,26,8,2,COKMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,21,6,4,4,DPSPEK,South Korea,0,0,0,6.42,0
1,Internet,RoundTrip,27,97,3,2,BLRMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,12,5,17,2,CGKCTS,Indonesia,1,1,1,8.67,1
1,Internet,RoundTrip,50,55,2,5,MELPEN,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,12,89,9,3,JHBKTM,Malaysia,1,0,0,4.75,1
2,Internet,RoundTrip,129,5,14,1,ICNSIN,Singapore,1,0,1,6.62,0
2,Internet,RoundTrip,19,6,8,7,HKTMEL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,98,22,22,6,DADSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,165,87,4,6,AKLKUL,Malaysia,0,1,0,8.83,0
1,Internet,RoundTrip,14,5,12,4,KCHPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,115,46,9,5,MRUSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,14,23,3,5,PENSYD,Singapore,1,1,1,8.58,0
1,Internet,RoundTrip,308,6,16,3,DMKKIX,Thailand,1,0,0,7.0,1
1,Internet,RoundTrip,36,45,9,3,MAAMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,15,5,2,2,HKTICN,Laos,0,0,1,6.62,0
1,Internet,RoundTrip,22,27,9,7,AKLKUL,New Zealand,0,0,1,8.83,0
1,Internet,RoundTrip,37,21,16,5,KTMMFM,Macau,1,0,1,4.75,1
1,Internet,RoundTrip,400,4,5,7,CGKPEK,Indonesia,0,0,1,6.42,0
3,Mobile,RoundTrip,93,5,0,7,DPSPVG,(not set),0,0,1,5.33,0
1,Internet,RoundTrip,149,33,1,5,DADOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,31,30,9,3,HGHKNO,Indonesia,1,0,1,5.07,0
1,Internet,RoundTrip,20,58,4,3,PERTWU,Malaysia,0,1,1,5.62,0
1,Mobile,RoundTrip,67,3,1,7,PENTPE,Taiwan,0,0,0,4.67,0
4,Internet,RoundTrip,60,3,6,4,ICNLGK,South Korea,1,0,1,6.62,0
1,Mobile,RoundTrip,38,3,6,5,HKTKIX,Japan,1,0,0,7.0,0
2,Internet,RoundTrip,22,5,11,2,HKTSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,41,5,1,3,BKIPEK,China,0,0,0,6.42,0
2,Internet,RoundTrip,152,28,1,1,SYDTRZ,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,0,6,4,7,MELPEN,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,88,6,10,1,ICNSIN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,229,21,9,4,CGKIKA,Indonesia,1,0,0,8.15,0
1,Internet,RoundTrip,66,33,16,3,OOLPEK,China,1,0,0,8.83,0
1,Internet,RoundTrip,91,18,23,7,OOLPNH,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,5,35,13,3,HYDMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,23,4,23,4,BKIPER,United States,1,1,1,5.62,0
1,Internet,RoundTrip,21,20,10,6,HNDPEN,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,29,34,4,2,IKAOOL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,47,87,4,2,SGNSYD,Australia,0,1,1,8.58,0
1,Internet,RoundTrip,118,39,3,4,MELSGN,Australia,1,0,0,8.83,0
3,Internet,RoundTrip,169,4,13,5,CGKHND,Indonesia,1,0,0,7.57,1
2,Internet,RoundTrip,117,6,5,3,HKTICN,South Korea,0,0,0,6.62,0
3,Internet,RoundTrip,13,35,10,5,DMKTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,351,5,12,1,CTSDMK,Thailand,0,0,0,8.67,1
1,Internet,RoundTrip,1,4,22,4,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,76,33,7,7,IKAPER,Australia,1,0,0,8.15,0
2,Internet,RoundTrip,191,6,14,6,CGKPEK,Indonesia,1,1,1,6.42,1
1,Internet,RoundTrip,103,3,12,7,HNDPEN,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,22,6,16,1,LGKSYD,United Kingdom,1,0,0,8.58,0
1,Internet,RoundTrip,163,45,2,2,HYDMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,11,18,7,3,HNDOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,14,4,7,4,DMKOOL,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,56,5,4,6,KCHTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,134,38,5,4,CCUPER,Australia,1,1,1,5.62,0
1,Mobile,RoundTrip,4,6,6,7,BWNPER,Brunei,1,0,0,5.62,0
1,Internet,RoundTrip,103,6,0,4,DMKSYD,Thailand,1,0,0,8.58,0
1,Internet,RoundTrip,90,89,9,4,JHBMEL,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,2,30,15,5,BLRPER,India,1,1,1,5.62,0
1,Internet,RoundTrip,135,46,8,1,BBISYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,21,44,5,6,MELMNL,Philippines,1,0,1,8.83,0
1,Internet,RoundTrip,77,3,1,3,MAASYD,Australia,0,0,1,8.58,0
1,Mobile,RoundTrip,10,6,5,4,DMKSYD,Australia,0,0,0,8.58,0
4,Internet,RoundTrip,83,3,8,5,PENSYD,Australia,1,0,1,8.58,0
2,Mobile,RoundTrip,5,256,12,3,JOGOOL,Australia,0,1,1,8.83,0
4,Internet,RoundTrip,48,4,9,3,MELPEN,Malaysia,1,0,1,8.83,1
1,Internet,RoundTrip,1,5,13,2,KCHMEL,Malaysia,0,1,0,8.83,0
3,Internet,RoundTrip,52,6,13,3,DMKKIX,Thailand,1,0,0,7.0,1
1,Internet,RoundTrip,81,4,10,6,KIXREP,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,147,103,6,7,CMBSYD,United States,1,1,0,8.58,0
1,Internet,RoundTrip,47,25,6,4,HKTOOL,Turkey,1,0,0,8.83,0
1,Internet,RoundTrip,93,3,14,1,BKIICN,South Korea,0,0,0,6.62,1
1,Internet,RoundTrip,77,17,14,4,MAATPE,Taiwan,1,0,1,4.67,0
1,Internet,RoundTrip,8,66,7,2,BKIPER,Malaysia,1,0,0,5.62,0
1,Internet,RoundTrip,21,5,14,3,KNOTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,285,4,16,7,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,115,5,4,6,ICNSIN,South Korea,0,0,1,6.62,0
2,Internet,RoundTrip,33,6,6,3,AKLKUL,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,5,91,5,7,SGNSYD,Vietnam,1,0,1,8.58,0
2,Internet,RoundTrip,56,29,1,2,CMBOOL,Australia,0,0,0,8.83,0
1,Mobile,RoundTrip,106,25,13,3,PERSGN,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,16,6,7,5,PENTPE,Malaysia,1,1,1,4.67,0
1,Internet,RoundTrip,9,6,4,5,BKICKG,China,1,0,0,4.83,0
2,Internet,RoundTrip,186,22,1,4,KCHSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,403,5,14,6,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,19,5,5,2,DPSTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,20,35,4,1,OOLPEK,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,48,17,4,7,HKTMEL,Australia,1,0,1,8.83,0
1,Internet,OneWay,33,125,5,6,CRKSYD,Australia,1,0,0,8.58,0
2,Mobile,RoundTrip,55,6,4,6,KLOMEL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,52,19,13,2,SGNSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,72,139,4,5,KNOTPE,Taiwan,1,0,1,4.67,0
2,Internet,RoundTrip,6,19,1,3,CMBOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,54,33,8,4,MELPNH,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,208,3,4,2,CGKPER,Indonesia,1,0,0,5.62,0
1,Internet,RoundTrip,26,5,10,3,PENTPE,Malaysia,1,1,1,4.67,1
1,Internet,RoundTrip,39,42,7,2,MELPNH,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,106,35,23,7,DMKMEL,Canada,1,1,1,8.83,0
2,Internet,RoundTrip,29,6,3,1,AKLKUL,Malaysia,1,0,0,8.83,0
5,Internet,RoundTrip,30,6,14,2,CTSDMK,Thailand,1,0,0,8.67,0
2,Internet,RoundTrip,181,18,2,5,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,90,20,3,7,REPSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,47,17,9,1,KTMMFM,Macau,1,0,1,4.75,0
2,Internet,RoundTrip,164,48,0,3,COKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,117,26,13,4,DELPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,268,5,9,1,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,11,6,9,2,JHBMEL,Singapore,1,0,1,8.83,0
1,Internet,RoundTrip,215,6,13,4,HKGMEL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,25,5,13,6,CGKKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,68,24,9,4,DMKKTM,Nepal,0,0,0,4.75,0
1,Internet,RoundTrip,5,6,12,2,DMKHND,Japan,0,0,0,7.57,1
1,Internet,RoundTrip,262,18,6,3,OOLSGN,Australia,1,0,0,8.83,0
